页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907022056951399,靓妹妹,2023-05-30 09:04:49,#考研进清华和高考进清华的区别#别踏马区别了，心疼我们一生都要被区别的中国孩子^_^ ,0,0,4,重庆,重庆,重庆,中国,star 2
2,4907022049347833,蓝莓青柠茶,2023-05-30 09:04:47,#考研进清华和高考进清华的区别#  都很厉害就是了。 ,0,0,1,浙江,宁波,浙江,中国,star 5
2,4906861809109360,好期待好期待那一天,2023-05-29 22:28:03,#考研进清华和高考进清华的区别#我觉得没什么区别，区别就在于我都考不上吧，感觉大家都挺厉害的！ ,0,8,82,广东,广州,广东,中国,star 3
2,4907022032571711,叶安逸,2023-05-30 09:04:43,#考研进清华和高考进清华的区别# 咋说呢，最近招了一个研究生北大的，各方面素质啊、工作态度责任心啊，确实给北京大学丢人…… 所以本科清北和研究生清北还是不一样的。 ,0,0,0,上海,上海,上海,中国,star 4
2,4907022019986977,茗茗茗茗茗茗茗2,2023-05-30 09:04:40,#考研进清华和高考进清华的区别#居然有人觉得考研考到清华比高考考到清华要难?从基数上这个就没法对比吧，有可比性吗？不是开地图炮，事实就是有很多人考研是因为本科毕业没有办法找到好工作或者说根本就迷茫无法进入社会因此选择再考研读书晚进入社会，当然这只是指一部分人不是全部考研的人，考研的人里也确实有精英。,0,0,0,辽宁,沈阳,辽宁,中国,star 3
2,4907021998755439,温州微博大事小事,2023-05-30 09:04:35,#考研进清华和高考进清华的区别# 像我们这种普通人都不用为此烦恼不配讨论 ,0,0,1,浙江,温州,浙江,中国,star 3
2,4907017846918299,叁_染_,2023-05-30 08:48:05,#考研进清华和高考进清华的区别#区别就是一个你考不上，另一个你也考不上，不用酸 ,0,0,58,山东,泰安,山东,中国,star 1
2,4907021973327942,小猪搞机,2023-05-30 09:04:29,#考研进清华和高考进清华的区别#  搞得好像现在人人都能轻松考进清华的本科和研究生似的。 ,0,0,1,浙江,,浙江,中国,star 3
2,4907021956548922,微笑海豚座,2023-05-30 09:04:25,#考研进清华和高考进清华的区别# 心智成熟，人格完善最重要，什么时候进都是如虎添翼，否则就是没什么大用。 ,0,0,0,广东,深圳,广东,中国,star 4
3,4907021684441148,風公子__,2023-05-30 09:03:19,#考研进清华和高考进清华的区别#对我而言，没有区别。我赞赏了 @风云独揽 0.01元，小小心意略表喜欢，强烈安利给你~#风公子小小说#,1,1,1,辽宁,大连,辽宁,中国,star 4
3,4907021671077715,孤单坠爱0108,2023-05-30 09:03:17,#考研进清华和高考进清华的区别#都很牛，高考进去的相对来说更牛一点 ,0,0,4,湖南,益阳,湖南,中国,star 4
3,4907016219265470,地瓜熊老六,2023-05-30 08:41:37,#考研进清华和高考进清华的区别#那区别可就大了，比如乔木高考最多只能考上陕西师范大学，根本考不上别的好大学，但是，考研却可以上清华，清华的考研门槛比高考门槛低太多了。 ,4,24,89,辽宁,大连,辽宁,中国,star 3
3,4907021625460044,侯sir万岁,2023-05-30 09:03:06,#考研进清华和高考进清华的区别#高考拼的是家长的物质基础和经济实力，考研拼的是自己，两者同样优秀。 ,0,0,2,山西,运城,山西,中国,star 5
3,4907021624939709,小文老师ww,2023-05-30 09:03:06,"【教资笔试每日一练】 滕王阁“落霞与孤鹜齐飞,秋水共长天一色”景色的组景手法是( )。  #教师资格证# #考研进清华和高考进清华的区别#  网页链接 ",0,0,2,江苏,无锡,江苏,中国,star 3
3,4907021608682304,惊鸿之一瞥,2023-05-30 09:03:02,#考研进清华和高考进清华的区别#    可以说殊途同归，可以说是天壤之别。看平台，也看个体。 ,0,0,0,山东,潍坊,山东,中国,star 3
3,4907021546029397,啦啦啦啦吖哈哈,2023-05-30 09:02:47,#考研进清华和高考进清华的区别# 每个学校研究生和本科生待遇都不一样吧，好像都是重视本科生多一些 ,0,0,0,浙江,杭州,浙江,中国,star 4
3,4907021545508247,四川应急,2023-05-30 09:02:47,#蜀安之声# 随着气温升高，汽车自燃的风险加大了。那么，汽车自燃的原因有哪些？一旦发生自燃该如何处理？一图了解↓↓@随州消防  #考研进清华和高考进清华的区别# ,0,0,0,,成都,四川,中国,star 4
3,4907021482854564,萌新Summer,2023-05-30 09:02:32,#考研进清华和高考进清华的区别#没有歧视硬制造歧视也要歧视 ,0,0,0,北京,北京,北京,中国,star 2
3,4907021465552951,狐狸猪小米,2023-05-30 09:02:28,#考研进清华和高考进清华的区别#高考进清华的都是各地的状元吧（除特色生），考研的不一定 ,0,0,1,四川,泸州,四川,中国,star 3
4,4907021452708553,星冰乐与冰咖啡,2023-05-30 09:02:25,#考研进清华和高考进清华的区别# 肯定是有区别的吧，毕竟时间段不一样，心里感受是大不同的，就像看电影一样。#王一博电影长空之王# ,0,0,0,安徽,合肥,安徽,中国,star 3
4,4907021314558996,兮也HHH,2023-05-30 09:01:52,#考研进清华和高考进清华的区别# 本科进清华确实智商高哒，碾压普通人，其他方面不一定 研究生进清华的，智商不确定，但至少某一方面是优秀的 ,0,0,1,江苏,南京,江苏,中国,star 4
4,4907021281004571,京城蜀黍,2023-05-30 09:01:44,#考研进清华和高考进清华的区别#一个是梦想成真 一个是完成梦想 ,0,0,1,湖北,武汉,湖北,中国,star 5
4,4907021276545331,何人扰我清梦丶,2023-05-30 09:01:42,#考研进清华和高考进清华的区别# 我跟清华的唯一关联可能就是我办公桌上有个清华同方的电脑。。。。 ,0,0,1,山东,烟台,山东,中国,star 3
4,4907021244040046,吃饭睡觉听猪叫,2023-05-30 09:01:35,#考研进清华和高考进清华的区别# 清华本校直博直硕＞高考进清华＞外校考研进清华。 一个研究生班，一大半都是本校直硕。虽然一般不会存在故意的歧视，但是这种不一样的氛围能感觉到。 还有一种，清华本科毕业保留硕士两年后再回校读硕，和直硕的感觉也不一样，这种不一样体现在了导师和同学中。 ,0,0,1,北京,北京,北京,中国,star 4
4,4907021231459000,YIYIYAYA誩,2023-05-30 09:01:32,#考研进清华和高考进清华的区别#不是我该考虑的，我又考不上 ,0,0,1,江苏,苏州,江苏,中国,star 3
