页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
2,4905317210527824,猕猴桃吃了猕猴,2023-05-25 16:10:22,#国泰航空称网传英文内部信件为伪造# 真不真的不知道，不过，身为一个总部在香港的亚洲航司，能做到“相对公平”地歧视所有亚洲人，也不得不说很厉害。看见亚洲各国和谐地诉说自己被国泰歧视的经历，就忍不住想笑hhhhhh ,0,0,0,北京,北京,北京,中国
2,4905317027284525,电影拆台君,2023-05-25 16:09:38,#国泰6年前被曝员工拒绝使用中文名名牌##国泰航空称网传英文内部信件为伪造# 国泰航空乘务员歧视非英语乘客，央视2019年曾评论：No Zuo No Die！ 电影拆台君的微博视频 ,1,0,2,河北,衡水,河北,中国
2,4905301432077616,盖世英雄玉椒龙,2023-05-25 15:07:40,#国泰航空称网传英文内部信件为伪造#  有博主对这个声明进行了质疑，大家怎么看？ 如果是假的，吴女士应该报警了。不如说是竞争对手干的。 ,12,20,173,山东,东营,山东,中国
2,4905296046327245,喵斯拉大王二号机,2023-05-25 14:46:16,#国泰航空称网传英文内部信件为伪造#  综合现有的情况来看，国泰内部的企业文化甚至不是简单的种族歧视，  他们对说普通话的英联邦国家人士一样排斥歧视，  我认为这说明她们从内心深处仇恨中华文化，仇恨中国！ ,9,14,140,上海,,上海,中国
2,4905299959612756,如皋老猫,2023-05-25 15:01:48,#国泰航空称网传英文内部信件为伪造# 不知道国泰会不会说这事也是虚构的？,3,1,16,江苏,南通,江苏,中国
2,4905307920664706,南归孤夷,2023-05-25 15:33:27,这件事情发酵至今，国泰还是没有找到处理的最好方式，是真的找不到吗？还是压根骨子里透着傲慢？天天在微博辟谣有什么用？你看看你们公司这些年出了多少问题，可以说是劣迹斑斑，这种公司能够存活至今，赚的盆满钵满，简直是十足的讽刺#国泰航空称网传英文内部信件为伪造# ,1,1,21,四川,成都,四川,中国
2,4905315746716233,嗄胖哒guo赖,2023-05-25 16:04:33,#国泰航空称网传英文内部信件为伪造#那报警吧，让警察来查出这个造假的。 ,0,0,0,江苏,南京,江苏,中国
2,4905315578942719,Jusfotrec,2023-05-25 16:03:53,#国泰航空称网传英文内部信件为伪造# 民航局呢？是不是该出来了，不要对内xxxx，对港xxxx啊 ,0,1,2,上海,上海,上海,中国
2,4905314774942722,盖世英雄玉椒龙,2023-05-25 16:00:41,香港媒体报道，原来很早之前，国泰就这么做了  #国泰空乘工会对空姐被解聘感到遗憾#  #国泰航空称空中服务员工会不代表国泰##国泰航空称网传英文内部信件为伪造# ,2,14,72,山东,东营,山东,中国
2,4905314254066282,锦鲤相伴bobo,2023-05-25 15:58:37,#国泰航空称网传英文内部信件为伪造#   再等等，有什么更新发展的热闹。 市场嘛，都是双向选择，划掉一个选项，仅此而已。 ,0,0,5,北京,北京,北京,中国
