页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907046173937789,大风吹奏,2023-05-30 10:40:39,#马斯克谈中国航天工程计划# 对中国最大的威胁就是马斯克当美国总统。 还好，民主的美国政治制度剥夺了他当总统的资格 ,2,3,13,浙江,宁波,浙江,中国,star 4
2,4907034597656205,赵盛烨,2023-05-30 09:54:39,现代中国航天是系统性的、有计划体系的、有个各阶段和各个领域明确目标的，保证了航天探索工作是稳定的、安全的、科学的。在这个角度上来看，中国航天与其他某航天强国“抓眼球”、“炒热点”、“钻圈钱”、胡乱搞一气的风格完全不同，所以中国航天可能是未来人类航天的希望，而马斯克恐怕要深深反思了，不行就搬中国来吧。#马斯克谈中国航天工程计划# #神十六发射圆满成功#,19,19,193,福建,厦门,福建,中国,star 4
2,4907044677617729,新浪军事,2023-05-30 10:34:42,【#中国航天人为何越来越淡定#】神舟五号时的落泪，神舟十六号时的从容，载人飞天20年，怎能让人不动容！@我们的太空  #航天员说坐火箭太爽了##马斯克谈中国航天工程计划# ,8,1,25,,,,,star 5
2,4907036134082624,盖世英雄玉椒龙,2023-05-30 10:00:45,#马斯克谈中国航天工程计划#   美国媒体说马斯克本周拟访问中国 ,1,5,44,山东,东营,山东,中国,star 5
2,4907001341018935,新浪科技,2023-05-30 07:42:30,【#马斯克盛赞中国航天#：“远比大多数人意识到的更先进”】特斯拉和SpaceX首席执行官马斯克周一发帖，盛赞中国航天工程“远比大多数人意识到的更先进”。加拿大宇航员克里斯·哈德费尔德（Chris Hadfield ）转发了CGTN的一篇报道：中国探月工程总设计师吴伟仁在4月23日接受央视新闻采访时称，2030年之前中国人的脚印肯定会踏在月球上。马斯克在哈德费尔德的推文下评论称：“中国的太空计划远比大多数人意识到的更先进。”#马斯克谈中国航天工程计划##马斯克盛赞中国航天工程#,21,30,125,,北京,北京,中国,star 5
2,4907045503373213,拈香成尘111,2023-05-30 10:37:59,#马斯克谈中国航天工程计划#亦真亦假的言论捧杀，亦正亦邪的感官交替，我们姑且听之，我们笃定不怠，我们脚下发力，目标星辰大海。#小美好影集# ， 达州 ,0,0,0,四川,达州,四川,中国,star 3
2,4907044455582411,DK-meta,2023-05-30 10:33:49,#马斯克谈中国航天工程计划#关注红框内的“首次”，这个词不用，也是可以的，但是用了，就多了一个隐藏的意思。看到很多恨国党破防了，大叫：不是，第一次登陆月球的是阿姆斯特朗，教科书里写了！问题是：我们登月后做一个验证也是必要的，眼见为实，我也信美国人登陆过，但我也在想，会不会他们只是送了点设备上去只是为了证明自己上去过呢？这都需要我国自己的宇航员去验证。,0,0,1,江苏,苏州,江苏,中国,star 4
2,4907044240622306,小啤Derek,2023-05-30 10:32:58,#马斯克谈中国航天工程计划# 马斯克毕竟是航空行业的圈内人，他对这个行业的了解程度远超普通群众。  马斯克赞中国航天成就：“远比大多数人意识到的更超前”。 ,0,0,2,广东,深圳,广东,中国,star 4
2,4907043972973090,还是别说话了x,2023-05-30 10:31:54,#马斯克谈中国航天工程计划# 是那种平时无声，你意识到已经是惊雷的程度，每一步都是正确的，很恐怖的一件事 ,0,0,1,内蒙古,呼伦贝尔,内蒙古,中国,star 4
2,4907043909277069,飞飞的美梦,2023-05-30 10:31:39,#马斯克谈中国航天工程计划#中国  古有愚公移山   今有兔子登月 ,0,0,0,四川,成都,四川,中国,star 4
3,4907043645033762,今日衡阳,2023-05-30 10:30:36,#马斯克谈中国航天工程计划#这家伙嘴甜得很，他积极了解中国。深知中国不单纯是对手，更是可以伸出橄榄枝的和合作伙伴。 ,0,0,1,湖南,衡阳,湖南,中国,star 4
3,4907043247096027,突袭手,2023-05-30 10:29:00,#马斯克谈中国航天工程计划#马斯克说的话被一众马吹追捧，马斯克只是个商人，说这话自然有他说话的目的。 ,0,0,3,江苏,宿迁,江苏,中国,star 3
3,4907043183920690,阿记Tab,2023-05-30 10:28:46,#马斯克谈中国航天工程计划#访华前又美言几句，马斯克太会了，不过说的应该是事实 ,5,9,9,浙江,杭州,浙江,中国,star 4
3,4907043028730972,钢七连Unbreakable7,2023-05-30 10:28:09,马斯克社交媒体发文：中国的航天工程计划比大多数人意识到的要更加超前。  #马斯克谈中国航天工程计划# ,0,1,1,北京,北京,北京,中国,star 5
