页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907046262278421,江苏气象,2023-05-30 10:41:00,#小调查#估计每个人小时候都有过一个志向，长大了就去考北大清华，也有过一个苦恼，以后到底是上清华还是上北大，那么你小时候的选择是~~#考研进清华和高考进清华的区别#  网页链接 ,0,0,2,,南京,江苏,中国,star 5
2,4907040529190153,梁斌penny,2023-05-30 10:18:13,#考研进清华和高考进清华的区别#当然有区别了，牛人蒙头猛赚钱，靠校友关系拉进距离，清华函授那也是校友。普人认真工作，也没工夫在意这里面有啥区别。 闲人和卢瑟就不展开了，会特别注重区别。。当然了，我这个贵清的一清博士，确实曾经被鄙视过，毕业投简历也被嫌弃过，这都是小事儿，别花时间去琢磨这些事情，人世间自有适合自己的坑位，做好自己，谢谢。,1,8,18,山东,青岛,山东,中国,star 3
2,4907022104137397,耿向顺,2023-05-30 09:05:00,#考研进清华和高考进清华的区别# 首先，无论是高考考清华大学，还是考研考清华大学，难度都是很大的，只有极少数人能考上，绝大多数清华学生（即使非清华本）都很优秀，在就业、创业、学术、体育、才艺等方面的综合能力都很强的。不管高考考上清华大学，还是考研考上清华大学，能考上就是很优秀的，能考上就很不错了。比较优劣的前提条件，是你得两个都能考上，然后才能对比清华的本科生和研究生谁更有含金量，高考和考研都还没考上、考不上的话，那两个对你而言都是很有含金量的。只是说：（1）高考考上清华比考研考上清华难得多，一要靠勤奋自律努力，二要靠天赋智商，三要靠运气和发挥。（2）相比于研究生，清华本科生能享受到清华优质教育资源更多，在清华这个环境氛围浸泡更久（至少四年，且超过一半人都不会本科毕业就去就业，继续读硕博），能参与更多的活动活动，能上更多的课，有更多的机会，校友圈也更大。认识很多清华本的小伙伴（我团队就有几个清华本硕的），他们的智商、情商、能力、学术研究能力、统筹管理能力、综合素质等等方面确实很优秀，我自愧不如。因此，在社会上，清华硕都是很被认可的，只是说总体而言清华本硕是比清华硕（非本）综合素质会更好、也更受认可而已。然而，毕业学校、文凭很重要，但学校只是一个门槛一个起点，其实没必要搞什么高考出身论、搞第一学.历歧.视，文凭不代表能力，也不代表人品，文凭好还是差更不能决定事业成就大小。出了社会以后，社会可不认你的高考分数，不管你是清华北大的还是普本专科毕业，能有很强的综合能力、专业技术能力，能找到好工作、干出好成绩、能取得事业进步成就、能挣到钱、能为社会产生价值和贡献，比那一纸证书更重要。只要你有足够的实力、足够的成就、足够的贡献，不关你事高考进清华的还是考研进清华的，都都可以成为优秀校友相对的，只要你以后没啥能力、没啥成就、没啥资源、没有自己的技能特长和作品，就算是高考进去的高考状元、也不会获得多少校友的认可和尊重。（@耿向顺 ）#清华大学# 北京·清华大学第六教学楼,21,25,333,北京,北京,北京,中国,star 5
2,4907046145887217,安雨人,2023-05-30 10:40:32,#考研进清华和高考进清华的区别#认美做父，甘做精日。 ,0,0,0,广东,东莞,广东,中国,star 4
2,4907046044962198,Cogmet-23点睡觉版,2023-05-30 10:40:08,#考研进清华和高考进清华的区别#怎么不问北大？精北震怒 ,0,0,0,北京,北京,北京,中国,star 5
2,4907045822663461,弘姐弘姐,2023-05-30 10:39:15,#考研进清华和高考进清华的区别# 高考进去更难吧 不管怎样进清华都是🐮啊 ,0,0,2,辽宁,沈阳,辽宁,中国,star 4
2,4907045713086917,唯一的白月光龙儿,2023-05-30 10:38:49,#考研进清华和高考进清华的区别#我就进来看看，嗯！不错，告辞了！ ,0,6,7,广西,钦州,广西,中国,star 5
2,4907045675860682,Jisusan,2023-05-30 10:38:40,#考研进清华和高考进清华的区别# 区别还是挺大的 一个大多数只考一次 一个大多数可以考很多次 何况后者还牵扯到部分社会资源 ,0,0,4,辽宁,,辽宁,中国,star 3
2,4907045562092542,七啊七7,2023-05-30 10:38:13,#考研进清华和高考进清华的区别#能考上就很牛了 ,0,0,1,新疆,乌鲁木齐,新疆,中国,star 5
3,4907045558161228,ZZZZZZBW,2023-05-30 10:38:12,#考研进清华和高考进清华的区别# 对我来说没区别 反正都是上不了 ,0,0,1,山西,太原,山西,中国,star 2
