页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4905389773033038,南阳政法,2023-05-25 20:58:42,#国泰航空曾被曝员工拒绝使用中文名名牌#【6年前被曝员工拒绝使用中文名名牌，#细数国泰航空4起歧视风波#】近日，“国泰空乘歧视乘客录音曝光”话题冲上多个平台热搜，引发广泛关注。据媒体报道，近日有网友举报香港国泰航空空乘歧视非英语乘客——飞行途中不间断使用英语、粤语抱怨：“如果他们不会说毛毯的英文，那他们就不配（用）毛毯”、“地毯是在地上”。5月22日晚，国泰航空官方微博发布了致歉声明。此后，国泰航空行政总裁林绍波24日在广州就空乘人员涉歧视乘客表示再次道歉。这不是国泰航空第一次因为歧视引发争议，早在几年前该公司就有类似新闻传出。曾拒绝使用中文名名牌。（上游新闻综合）上游新闻,0,0,0,,北京,北京,中国,star 4
2,4905353744222805,说走就走的潇洒,2023-05-25 18:35:32,#国泰航空曾被曝员工拒绝使用中文名名牌# 还有这好事？？  加油加油，请一定要让太古所有公司罢工啊！！ ,0,5,49,浙江,杭州,浙江,中国,star 1
2,4905389436440109,老李谈兵,2023-05-25 20:57:22,#国泰航空曾被曝员工拒绝使用中文名名牌#八九十年代的时候，上海专门有一批青年，守在虹桥机场出口，和来中国的外国人搭讪，以期望能得到结识外国人乃至出国的机会。那么国泰航空的空乘，给白人献媚，其目的也是为了结识洋人，终极目标是“脱贫”、“翻身”。我上一篇分析这些空乘心理的文章中写到，国泰航空的空乘，本质上还是属于英国人殖民构建中的第四级，也就是最低一级。这些人要想翻身，不住斗室，吃两餸盒饭，唯有通过一段恋情或者婚姻，完成阶层跨越，从第四级进入第三或第二级，或者结交权贵，以获取更大的资源。之所以这么做，是因为香港阶层已经固化，普通人要想翻身，实现阶层跨越，实在太难。这些空乘，大部分是高中或者中专毕业，缺乏专业知识，这辈子都无机会进入第三级，即中产阶级。所以在飞机上结识外国人、有钱人，乃是改变人生的唯一机会。#超能新星汇#,0,0,1,甘肃,兰州,甘肃,中国,star 4
2,4905389336561117,岩雪的雪,2023-05-25 20:56:58,#国泰航空曾被曝员工拒绝使用中文名名牌#建议大家还是别坐国泰航班，这段时间可能不会再表现在脸上了，如果往大陆人餐饮里吐口水怎么办？他们的素质其实很低的，极有可能做这种事的，就多花点钱买其他航班吧 ,0,0,3,四川,攀枝花,四川,中国,star 1
2,4905363084938094,大公文匯網,2023-05-25 19:12:39,#国泰航空中国客源超67%#【国泰股价今日一度跌逾4%　市值蒸发超460亿】国泰航空空乘涉歧视非英语乘客事件持续发酵。国泰航空今日股价盘中一度跌超过4%，截至收盘，报跌2.53%，报7.310港元每股。从历史股价来说，其7.310元港元的股价较高位14.672港元已经接近腰斩，市值蒸发超过460亿港元。#国泰歧视做法可追溯到二十年前# #国泰航空曾被曝员工拒绝使用中文名名牌#网页链接 ,13,33,284,,深圳,广东,中国,star 4
2,4905348047047216,小白兔频道,2023-05-25 18:12:54,#国泰航空曾被曝员工拒绝使用中文名名牌# ，明明就是一个底层的服务人员，却偏偏做装成像个英国贵族一样，你家主子英国人也没多少人有钱坐得起飞机了，现在是中国人是你的上帝。 ,2,15,178,湖南,长沙,湖南,中国,star 1
2,4905363985402846,吃瓜不可错过,2023-05-25 19:16:14,#国泰航空曾被曝员工拒绝使用中文名名牌#  “去殖民化”才是解决“乡岗”问题的关键。 ,2,1,53,北京,北京,北京,中国,star 4
2,4905388129130429,太阳或是月亮,2023-05-25 20:52:10,#国泰航空曾被曝员工拒绝使用中文名名牌#太可惜了，这些员工皮不够白也不够黑，也不见得愿意做手术，让它们吃素估计几天就嗷嗷叫了，啥buff也叠不了。只能舔舔幻想老爷甜甜的宠爱了 ,0,0,0,江苏,南京,江苏,中国,star 2
2,4905388027415443,一条鱼占满了河啊,2023-05-25 20:51:46,#国泰航空曾被曝员工拒绝使用中文名名牌#不用中文名牌也改变不了你是中国人的事实，你的基因就是中国人，这辈子都当不了老外，收起你那不切实际的幻想吧 ,0,0,1,湖北,武汉,湖北,中国,star 5
3,4905345443174097,天古观影,2023-05-25 18:02:33,#国泰航空曾被曝员工拒绝使用中文名名牌#这个时候我希望国家为我们出头。给我们撑腰。而不是总是老百姓自发抵制。 ,0,0,36,江苏,盐城,江苏,中国,star 5
3,4905387461186151,愿做一只啄木鸟,2023-05-25 20:49:31,#国泰航空曾被曝员工拒绝使用中文名名牌#中国乘客要毛毯不用说英文，说普通话不会被歧视，那就是我们的国旗航空。 愿做一只啄木鸟的微博视频 ,0,0,0,浙江,湖州,浙江,中国,star 5
3,4905387415310407,风的节奏吹,2023-05-25 20:49:20,#国泰航空曾被曝员工拒绝使用中文名名牌##国泰航空称空中服务员工会不代表国泰#国泰航空和国泰航空员工是啥关系？国泰航空员工在一系列事件中，一贯表现出的行为，作为国泰航空，不可能视而不见。任何一家什么国家什么地方的航空公司和航空公司员工，在和我们业务往来中，自以为是，都是没有好下场的。,0,1,2,上海,上海,上海,中国,star 1
3,4905359050016315,小凡好摄,2023-05-25 18:56:37,#国泰航空曾被曝员工拒绝使用中文名名牌# 赖岳谦教授：“洋买办这种奴才心态，才会觉得讲洋文高人一等！” #黄媒不会说的真相# 小凡好摄的微博视频 ,18,9,277,重庆,重庆,重庆,中国,star 5
3,4905387205594030,广林子--松山梧桐雨,2023-05-25 20:48:30,热门广林子有话说套路那么深#国泰航空曾被曝员工拒绝使用中文名名牌#情感想起了晚清的没落贵族，念念不忘他们爷爷的爷爷曾经辉煌过，可怜啊！//#国泰航空曾被曝员工拒绝使用中文名名牌# 安庆 ,0,0,2,安徽,安庆,安徽,中国,star 4
3,4905387176498203,Margaret2428,2023-05-25 20:48:23,#国泰航空曾被曝员工拒绝使用中文名名牌# 这种人上黑名单，不让她迈进大陆一步 ,0,0,0,北京,北京,北京,中国,star 1
3,4905386937157813,Y161J的美好时光,2023-05-25 20:47:26,#国泰航空曾被曝员工拒绝使用中文名名牌#做“🐶奴才”就了，连自己是人都忘了。 ,0,0,0,广东,,广东,中国,star 4
3,4905386920642888,鲸伏,2023-05-25 20:47:22,有粉丝说：我在香港汇丰开了个账户，最近有事需要咨询开始时联系的本地汇丰的客户经理，想着国内的人好沟通问一问就行了，出乎意料的傲慢，电话不接、微信不回，气的我呼呼的。后来打电话去香港的客服，反而很好沟通，很好交流。我感同身受，也想过原因。都叫汇丰，但公司文化、管理、培训和员工不同。香港大公司，员工相对驯服，无论好恶，表面会按公司及行业标准做。所以，国泰是管理层问题，不是简单某些员工问题。我们内地人个性强不服管，怼人的多。我投诉，当事人道歉不可能的，会牛逼到底，公司只能扣绩效。是香港人素质高，职业素养好吗？当然不是。是环境的影响。很多香港人，来内地生活，没了香港的社会压力，也没了香港法律法规制约，就放飞自我。我在内地为数不多的几次差点和人干架，有两次就是和香港人的冲突。一次是香港人插队被我制止他还很牛逼。一次是香港人把小狗关在家里阳台上，自己出去旅游，整个小区白天黑夜都回荡着狗的惨叫。所以说，人是环境的产物。#国泰航空曾被曝员工拒绝使用中文名名牌##国泰航空行政总裁用普通话道歉##国泰空乘工会对空姐被解聘感到遗憾#,0,0,2,广东,惠州,广东,中国,star 3
3,4905374437609524,刘继兴,2023-05-25 19:57:46,#国泰航空曾被曝员工拒绝使用中文名名牌# 让他们都滚出中国去，最讨厌这种人了。 ,0,0,14,山西,太原,山西,中国,star 1
3,4905347578333688,李小粥的茶水间,2023-05-25 18:11:02,我特不理解这都2023年了，居然还有内地人无脑吹捧香港，甚至在国泰事件里反思乘客，简直软骨病晚期了。我是在2007年就去过香港，玩了迪士尼，那时年纪小，确实觉得那边到处高楼大厦、人也精致好看、消费还特高，但也有个很差的印象：酒店太小，车道和室内空间也小，到处都紧紧缩缩的非常压抑。对普通人而言，旅游还行，但要长期生活，那生活肯定质量特低。过去的香港，是精致、高端、先进、商业繁荣的代名词，是领头羊和示范，连港星的地位都高人一等，去趟香港是个值得炫耀的事，但现在？哦，那地方买东西倒是不错，其他嘛，也就那样。而且最先反应过来的，是内地的年轻人追星族，他们觉得香港新出的明星一个个又土又丑，比内地的小鲜肉差远了，这就是无形中的祛媚，很多人觉得80后90后太过自信，看不起港台，太战狼，但事实是，随着社会的发展、尤其经济进步带来的眼界提升，00后和10后只会更加自信，尤其在文娱和消费领域，年青一代对香港的滤镜几乎已经消失殆尽。以前，如果一个年轻人不会说英文，或者口语极差带有浓浓的方言味儿，是真的会自卑的，但现在不可能出现这种情况，比如短视频里的著名梗，就是拿自家土的掉渣的方言去代替英文，这本身就是自信的表现：让英文回归到工具属性，而非阶层地位的划分。现在的00后尤其10后，大部分是打心眼儿里就看不上欧美和港台文化了，或者说，他们能更加客观的进行对比和评价。这就是客观事实，是14亿统一文化和统一市场下熏陶出来的自信，也是经济基础决定上层建筑的最好例子，现在应该转变思路的，是香港那群所谓的精英和破防的失意中下层，不过他们是否转变，也无所谓，因为双标和歧视行为下最后利益受损的还是他们，该开除就开除呗。#国泰航空曾被曝员工拒绝使用中文名名牌##国泰航空称空中服务员工会不代表国泰##微博新知博主#,47,99,1054,广东,广州,广东,中国,star 1
4,4905349422779915,chanchanbabyHK,2023-05-25 18:18:22,#国泰航空曾被曝员工拒绝使用中文名名牌##国泰航空称空中服务员工会不代表国泰#  来吧，让中国瘫痪吧！ ,36,235,2243,广东,广州,广东,中国,star 1
4,4905385696436017,才疏学浅周星星,2023-05-25 20:42:30,#国泰航空曾被曝员工拒绝使用中文名名牌##深圳 国际航线#专门给他们航线 ，相当于张口喂饭，他们当成理所当然。 还有台湾。天天给他大鱼大肉吃，一顿少给他一口肉，他就咬你 ,0,0,13,安徽,合肥,安徽,中国,star 5
4,4905358165019855,喵斯拉大王二号机,2023-05-25 18:53:06,#国泰航空曾被曝员工拒绝使用中文名名牌#  坚决支持商业行为商业处理，  坚决支持国泰停飞内地航线，  同时呼吁广大乘客行使自己的市场权利，  尽量避开国泰航班！ ,1,5,86,上海,,上海,中国,star 5
4,4905385435341084,古代趣闻轶事,2023-05-25 20:41:28,#国泰航空曾被曝员工拒绝使用中文名名牌#  数额巨大（如图）是多大~ ,0,0,0,湖南,长沙,湖南,中国,star 1
4,4905385067024783,齐鲁晚报,2023-05-25 20:40:00,【#国泰航空行政总裁称歧视乘客或非单一事件#】据大公文汇全媒体报道，国泰航空行政总裁林绍波日前就机舱服务员涉歧视乘客事件向员工发信，指事件加深了部分顾客对国泰未能一致地为不同背景顾客提供高质量服务的印象，许多评论都提及有关情况存在已久，即并非单一事件，是公司必须正视的问题。林绍波认为，此刻必须虚心反省，深入检视公司文化，采取具体措施，他会亲自领导跨部门工作小组，查找问题症结，并推行相应改善措施。#国泰航空曾被曝员工拒绝使用中文名名牌# #细数国泰航空4起歧视风波# via.@中国新闻网,1,0,2,,济南,山东,中国,star 5
4,4905384970029452,蒙昧已醒,2023-05-25 20:39:37,#国泰航空曾被曝员工拒绝使用中文名名牌# 上一次听到这家公司的名字，还是2019年香港黑豹事件中他们提供警察资料给废青 ,0,0,1,福建,厦门,福建,中国,star 1
4,4905384387284987,流量老腊肉Chris,2023-05-25 20:37:18,#国泰航空曾被曝员工拒绝使用中文名名牌# 不作不死 建议你这次再作狠点 直接把自己送走多好啊～期待啊～一定要坚持啊，不坚持可不兴的啊 继续加大力度，作起来！ ,0,0,0,四川,成都,四川,中国,star 5
