页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907006723099506,综娱百分百,2023-05-30 08:03:53,#曝昆汀花1万美元在夜店舔美女的脚# 没开玩笑家人们大早上这个词条真的给我....... 这是在干嘛，我真的搞不懂这是什么新癖好 ,0,1,1,河北,唐山,河北,中国,star 3
2,4907006580752459,LH手机科技爱好者,2023-05-30 08:03:18,#曝昆汀花1万美元在夜店舔美女的脚#这个标题给我看的一愣一愣的，看了两遍才缓过来，这是什么特殊爱好啊，玩的真花。 ,1,2,1,山东,济南,山东,中国,star 3
2,4907006319923161,千色雨22,2023-05-30 08:02:17,#曝昆汀花1万美元在夜店舔美女的脚#  我不理解，但我大受震惊夜店经理爆这个，他不会被开除吗 ,0,6,10,广东,广州,广东,中国,star 5
2,4907006127507920,饭团ID,2023-05-30 08:01:31,#曝昆汀花1万美元在夜店舔美女的脚#嗦完再亲！确实口味挺重的 饭团ID的微博视频 ,2,1,11,北京,北京,北京,中国,star 5
2,4907006093951263,C科技,2023-05-30 08:01:22,#曝昆汀花1万美元在夜店舔美女的脚#原来是惯犯，昆汀一直喜欢添女人的脚，但花7万人民币实在看不懂！ 昆汀是意大利著名导演、演员，执导了《低俗小说》《杀死比尔》《被解救的姜戈》，主演《杀出个黎明》！ ,2,10,10,湖北,宜昌,湖北,中国,star 3
2,4906860572841519,会魔法的卢卡斯,2023-05-29 22:23:08,#曝昆汀花1万美元在夜店舔美女的脚#  好莱坞一个夜店经理表示，他通过监控发现昆汀·塔伦蒂诺花了10000美元在夜店的贵宾厅里舔美女的脚，他脱下美女的鞋子以后，疯狂舔她的脚底、吮吸脚趾，足足持续了30分钟之久，最后舔到对方的脚像是干梅子一样！ ,132,133,1996,浙江,杭州,浙江,中国,star 5
2,4907005543710863,紫爱奥奥紫,2023-05-30 07:59:11,第一眼：看上去像编的 再看：昆汀啊，那肯定是真的  #曝昆汀花1万美元在夜店舔美女的脚# ,0,0,4,江苏,常州,江苏,中国,star 1
2,4907005444096499,cloudclimber,2023-05-30 07:58:48,#曝昆汀花1万美元在夜店舔美女的脚#  这个爆料想对线什么呢？ 夜店经理职业操守有亏为钱卖料 每个人去消费都有可能被卖隐私 是人就有嗜好！ 谁又有指摘谁的权利呢？ ,0,0,2,马来西亚,,马来西亚,马来西亚,star 4
2,4907004844314346,Erica年华君,2023-05-30 07:56:25,#曝昆汀花1万美元在夜店舔美女的脚#一大早的看到这条…妈呀早饭快吐出来了 ,0,1,5,上海,上海,上海,中国,star 1
2,4907004436418488,神和她的孩子在跳舞,2023-05-30 07:54:48,#曝昆汀花1万美元在夜店舔美女的脚##我们和韩国什么时候断交# 像这样吗？这个图很适合那些大殖子，润物们 ,0,1,2,浙江,嘉兴,浙江,中国,star 5
3,4907001790859541,盖世英雄玉椒龙,2023-05-30 07:44:17,#曝昆汀花1万美元在夜店舔美女的脚#   我咋记得昆汀前几年还澄清自己不是恋足癖？ ,0,7,16,山东,东营,山东,中国,star 4
3,4907004102182183,我是快乐阿泰,2023-05-30 07:53:28,#曝昆汀花1万美元在夜店舔美女的脚# en.......没想到这么严重的恋足.. ,0,0,0,山东,临沂,山东,中国,star 1
3,4907003850262473,圈内妹妹,2023-05-30 07:52:28,#曝昆汀花1万美元在夜店舔美女的脚#据一位夜店经理爆料称，导演昆汀花了一万美元在夜店的贵宾厅里舔美女的脚……没想到，大导演居然有这么特别的爱好！ ,50,50,60,广东,湛江,广东,中国,star 4
3,4907003618787680,老饕盛澜,2023-05-30 07:51:32,#曝昆汀花1万美元在夜店舔美女的脚#这该算是“手足口”病的“0号病人”了吧……真是捞干筛净啊！ ,0,0,1,北京,北京,北京,中国,star 3
3,4907003355335558,此木瓜非彼木瓜a,2023-05-30 07:50:30,#曝昆汀花1万美元在夜店舔美女的脚#为什么要我大早上吃饭的时候看到这个啊啊啊！ ,0,0,0,河南,安阳,河南,中国,star 3
3,4907003043905694,娱乐天线迪西,2023-05-30 07:49:15,#曝昆汀花1万美元在夜店舔美女的脚# 昆汀只是在拍《杀出个黎明》续集 娱乐天线迪西的微博视频 ,2,2,5,上海,上海,上海,中国,star 3
3,4907002688439697,凡亊,2023-05-30 07:47:51,#曝昆汀花1万美元在夜店舔美女的脚#心理上，多多少少有点不正常，有不同寻常的爱好 ,0,0,1,山东,济南,山东,中国,star 4
3,4907002281069771,卷心菜炒西蓝花,2023-05-30 07:46:14,#曝昆汀花1万美元在夜店舔美女的脚#大早晨的为什么有这么恶心的热搜？更恶心的是，我居然点进来看了。 ,0,4,11,山东,德州,山东,中国,star 1
3,4907002218153606,顶流小趴菜,2023-05-30 07:45:59,不怕嘴得脚气…？？ 恋踩癖、恋脚癖…人真是多样化。#曝昆汀花1万美元在夜店舔美女的脚# ,0,0,2,河北,邯郸,河北,中国,star 4
4,4907001870288402,娱综水果捞,2023-05-30 07:44:36,#曝昆汀花1万美元在夜店舔美女的脚# 一位夜店经理爆料昆汀花了1万美元舔美女的脚。人家舔脚就够恶心的了，热搜下面还有那么多内地网民舔这种行为的，做个人吧。 ,0,0,1,北京,北京,北京,中国,star 4
4,4907001845122572,酒醒连珠,2023-05-30 07:44:30,#曝昆汀花1万美元在夜店舔美女的脚#  昆丁身体前倾，双说向外撑“牛逼”！ ,0,0,1,安徽,,安徽,中国,star 4
4,4907001291737121,丁硕-奥友汇,2023-05-30 07:42:18,#曝昆汀花1万美元在夜店舔美女的脚#虽然说，很正常也不那么正常。但是，这内容上热搜了？大家吃瓜心态如此之强？？ ,0,0,0,北京,北京,北京,中国,star 4
4,4907001190287481,糊涂小昏,2023-05-30 07:41:54,#曝昆汀花1万美元在夜店舔美女的脚#...隔行如隔山，这很难评，我祝他成功吧（这个热搜达成了我今日第一震撼）烙铁咱上点阳间成不成 ,0,0,0,四川,绵阳,四川,中国,star 5
4,4907000495080839,宽怀一度,2023-05-30 07:39:08,#曝昆汀花1万美元在夜店舔美女的脚#能拍出被解救的姜戈、无耻混蛋、8恶人，思想跟正常人不一样，有这种癖好不奇怪 ,0,0,0,山东,淄博,山东,中国,star 4
4,4906874393069495,快乐追星十级学渣,2023-05-29 23:18:03,#曝昆汀花1万美元在夜店舔美女的脚# 这很难评 ,7,29,61,北京,北京,北京,中国,star 3
4,4907000293752903,工作在硅谷的紫宝守护者,2023-05-30 07:38:19,#曝昆汀花1万美元在夜店舔美女的脚# 这个热搜让我这种有洁癖的人感到极度不适 下次建议不要推上热搜了 ,0,0,5,美国,,美国,美国,star 1
4,4907000184440143,牛角包加泡芙超好吃,2023-05-30 07:37:54,熟悉昆汀的人觉得一点都不意外，他喜欢的是又大又脏又湿的脚丫子，不意外的是结婚后他找别的女人，可能他老婆不配合他奇怪的性癖吧#曝昆汀花1万美元在夜店舔美女的脚# ps：昆汀贬低李小龙还是很下作 ,0,0,1,北京,北京,北京,中国,star 4
4,4906999986258809,Valente7,2023-05-30 07:37:07,#曝昆汀花1万美元在夜店舔美女的脚#看起来很离谱，但看到是昆汀那感觉是真的 ,0,0,3,四川,成都,四川,中国,star 4
5,4906999394862624,搬砖妹吃瓜追剧日常,2023-05-30 07:34:46,一点也不意外，他不是好莱坞著名的恋脚癖么  #曝昆汀花1万美元在夜店舔美女的脚# ,0,0,4,湖北,武汉,湖北,中国,star 3
5,4906997717927735,Steph·K,2023-05-30 07:28:06,#曝昆汀花1万美元在夜店舔美女的脚#  不是……我不是很理解在这底下晒脚照的是什么贵物啊？我万万没想到某些人普信的范围竟然辐射到这方面了……是你的性别和“美女”搭上边了还是颜值和“美女”搭上边了？人再饥不择食也不会去舔一个肥宅的臭脚的你放一百个心吧！,0,0,20,江西,赣州,江西,中国,star 4
5,4906999193797803,网红去哪儿V,2023-05-30 07:33:58,#曝昆汀花1万美元在夜店舔美女的脚#大清早的新浪微博你让我看点阳间的热搜行吗？ ,0,1,6,湖南,常德,湖南,中国,star 4
5,4906861927600368,胡鎂君,2023-05-29 22:28:31,#曝昆汀花1万美元在夜店舔美女的脚# 这很难评，我祝他...口腔卫生吧！ ,9,1,280,安徽,芜湖,安徽,中国,star 4
5,4906998920905920,安州渔夫,2023-05-30 07:32:53,#曝昆汀花1万美元在夜店舔美女的脚#这是一个自带恶，心的词条，好yue…想不通啊。。花6万多舔人家脚，下次不懂还有什么更yue的… ,0,1,7,广西,钦州,广西,中国,star 3
5,4906998899935563,花间毅壶酒,2023-05-30 07:32:48,#曝昆汀花1万美元在夜店舔美女的脚# 为什么每天都是各种有味道的rs🔥，不是舔jio就是上厕所不冲水 ,0,4,7,广东,广州,广东,中国,star 2
5,4906898442160633,没事我就转圈,2023-05-30 00:53:37,#曝昆汀花1万美元在夜店舔美女的脚#我看成昆凌，我还纳闷，她怎么有这种癖好，杰伦知道吗 ,0,0,40,吉林,长春,吉林,中国,star 4
5,4906998535293147,夏日海湾,2023-05-30 07:31:21,#曝昆汀花1万美元在夜店舔美女的脚# 真你假的？口腔会不会感染脚气呀？ ,0,0,0,江苏,扬州,江苏,中国,star 3
5,4906997957525868,睡吃玩vs搬砖2,2023-05-30 07:29:03,#曝昆汀花1万美元在夜店舔美女的脚#恋足 昆汀电影里不经常有类似的特写啥的吗 只要你情我愿 没啥大不了的 不过曝这事儿算是侵犯隐私权吧？ ,0,0,1,美国,,美国,美国,star 4
6,4906997524202721,古遠清,2023-05-30 07:27:20,#曝昆汀花1万美元在夜店舔美女的脚#哇哇哇！！🈶💰任性也就罢了，这癖好更任性！！ ,0,1,1,湖南,长沙,湖南,中国,star 4
