页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907006446013803,共青团中央,2023-05-30 08:02:47,【祝一切顺利！神十六航天员领命出征】刚刚，在酒泉卫星发射中心问天阁圆梦园广场，神十六航天员出征仪式举行。#景海鹏朱杨柱桂海潮领命出征#。一起为中国航天加油！#为神舟十六号喝彩#央视新闻的微博视频 ,18,47,176,,北京,北京,中国,star 5
2,4907007737596719,歙县反邪,2023-05-30 08:07:55,迎着朝阳，英雄出征！祝凯旋！#神十六航天员出征画面##神十六航天员领命出征# 中国反邪教的微博视频 ,0,0,0,,黄山,安徽,中国,star 5
2,4907002470334724,难舍深蓝,2023-05-30 07:46:59,#神十六航天员领命出征# 我们的征途是星辰大海，愿一切顺利，平安凯旋！🇨🇳☀️·　　　　🛸　　　 　🌏　°　　🌓　•　　.°•　　　🚀 ✯🇨🇳✯ 　　　★　*°　　　　🛰　°·　　 .　　　•　°★　• ▁▂▃▄▅▆▇▇▆▅▄▃▁▂▃ 难舍深蓝的微博视频 ,10,16,84,广东,深圳,广东,中国,star 5
2,4907005333997308,中国新闻网,2023-05-30 07:58:22,【#送航天员出征现场合唱歌唱祖国#】神舟十六号今日发射，景海鹏、朱杨柱、桂海潮领命出征。出征仪式现场集体合唱《歌唱祖国》。一起为中国航天加油！祝一切顺利！#神十六航天员出征现场合唱歌唱祖国##神舟十六号今日发射# 中国新闻网的微博视频 ,19,15,150,,北京,北京,中国,star 5
2,4907007570349591,麦麦蜜柚Mint,2023-05-30 08:07:15,#神十六航天员领命出征#上九天揽月，一路顺风，待你归来！ ,0,0,0,辽宁,本溪,辽宁,中国,star 5
2,4907007569560396,娜么动力,2023-05-30 08:07:15,#神十六航天员领命出征# 出征顺利，奔赴星辰大海，祝福我们的航天英雄，一切顺利。 ,0,0,1,湖北,咸宁,湖北,中国,star 5
2,4907007499045498,开心猫咪的开心猫猫,2023-05-30 08:06:58,#神十六航天员领命出征#一切顺利！,0,0,0,江苏,常州,江苏,中国,star 5
2,4906986372334121,新华社,2023-05-30 06:43:01,【#神十六航天员乘组出征仪式#】5月30日，神舟十六号载人飞行任务航天员乘组出征仪式在酒泉卫星发射中心问天阁圆梦园广场举行。#神十六航天员领命出征##聚焦神舟十六号#（记者：黎云、李国利、黄一宸） ,15,15,147,,北京,北京,中国,star 5
2,4907007415160894,彦宰相,2023-05-30 08:06:38,#神十六航天员领命出征##发射阶段桂海潮没戴眼镜#满脑子都好奇航天员的眼镜，是不是戴了隐形眼镜什么牌子hhhhh不管是框架还是隐形，能扛住宇宙一定质量过硬 ,0,0,1,江苏,南京,江苏,中国,star 5
3,4907007280940322,浙江天气,2023-05-30 08:06:06,#杭州天气预报# 杭州今天阴到多云，上午部分城区偶有短时阵雨；明多云有时阴。今最大阵风5级，最高气温30℃，明晨最低23℃。天气多变，合理安排生产生活。 #神十六航天员领命出征# ,0,0,0,,杭州,浙江,中国,star 5
3,4907004994520072,新浪热点,2023-05-30 07:57:01,【30秒回顾中国人的飞天之路】#为什么57岁的景海鹏能四上太空#赴九天，探苍穹。从神舟五号第一次飞天圆梦，到神舟十五号开启中国空间站长期有人驻留时代，我国载人航天飞行一步步刷新属于中国的太空探索新纪录。近日，神舟十六号载人飞船与长征二号F遥十六运载火箭组合体已转运至发射区。#神十六航天员领命出征#  （新华社）新华社的微博视频,4,0,40,,,,,star 5
3,4907000876500299,御风司水梁美丽,2023-05-30 07:40:39,#神十六航天员领命出征#祝福，一切顺利！ ,2,6,149,湖北,武汉,湖北,中国,star 5
3,4907007238997664,王一博是奶盖吧,2023-05-30 08:05:56,#神十六航天员领命出征# 一切顺利，平安凯旋 ,0,0,0,江西,赣州,江西,中国,star 5
3,4907006902929772,新篇章Apr,2023-05-30 08:04:36,#神十六航天员领命出征#我们的征途是星辰大海 ,0,0,1,山西,太原,山西,中国,star 5
3,4907006882219918,Tracyzh130,2023-05-30 08:04:31,#神十六航天员领命出征#一大早就觉得好紧张呀，周二就要出差的航天员们加油啦 ,0,0,0,上海,上海,上海,中国,star 5
3,4907003228720177,新闻晨报,2023-05-30 07:50:00,【#神十六航天员乘组出征仪式举行#，景海鹏朱杨柱桂海潮领命出征】北京时间2023年5月30日6时42分，神舟十六号载人飞行任务航天员乘组出征仪式在酒泉卫星发射中心问天阁圆梦园广场举行。6时44分，中国载人航天工程总指挥、空间站应用与发展阶段飞行任务总指挥部总指挥长许学强下达“出发”命令，景海鹏、朱杨柱、桂海潮3名航天员领命出征。今早，在酒泉卫星发射中心，航天人早早集结为发射做准备。发射场为工作人员准备了特别早餐：东风“成功”小点心，包括“齐心协力”粗粮烤面包、“蒸蒸日上”紫薯山药糕、“一帆风顺”香蕉黄金糕、“圆圆满满”绿豆抹茶糕，还有“双圆满”圆梦果汁。截至今日，神舟十五号航天员乘组进驻空间站已满半年，正在准备迎接即将到来的神舟十六号航天员乘组。#中国人筑起攀向太空的天梯#（综合央视新闻）央视新闻的微博视频,5,2,25,,上海,上海,中国,star 5
3,4907006828480937,Eliana1215,2023-05-30 08:04:18,#神十六航天员领命出征# 祝平安顺利,0,0,0,江苏,无锡,江苏,中国,star 5
3,4907006803314818,三亚市消防支队,2023-05-30 08:04:12,#神十六航天员领命出征# 周二~早安！ 人生在哪里付出，就在哪里得到； 在哪里打磨，就在哪里闪耀🌞 ,0,5,4,,三亚,海南,中国,star 5
3,4907006790468770,EasyNight,2023-05-30 08:04:09,#神十六航天员领命出征# 神舟十六号马上就要发射啦！趁着那边还在做最后的准备，先来看一下历史上今天的发射。1971年5月30日，水手九号发射，实现了首次____。 #每日天文一题# ,0,2,1,北京,北京,北京,中国,star 5
4,4907006727032807,酒城侯sir,2023-05-30 08:03:54,早安#神十六航天员领命出征#让我们陪天之骄子一起出发，向着新的一天努力奋斗 ,0,0,0,四川,泸州,四川,中国,star 5
4,4907006663855204,毕节消防,2023-05-30 08:03:39,#神十六航天员领命出征#　　人生没有捷径，唯有脚踏实地、努力向上。遇到困难，别轻易放弃，成功也许只有一步之遥。面临挑战，唯有迎难而上，才能迎刃而解。一分耕耘，一分收获，只有向下扎根，才能向上生长。早安！毕节消防#早上好 早安 早安心语# 毕节 ,0,3,2,,毕节,贵州,中国,star 5
