页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907007192335170,怎样喂胖两只猫,2023-05-30 08:05:45,#官方回应怀孕4个月女子遭家暴#所以，还真以为把所有人耳朵捂住眼睛遮住结婚率生育率就能提上来？调解的什么东西？？就为了删个视频？ ,0,0,1,湖北,武汉,湖北,中国,star 1
2,4906935872651562,悲伤烤春菜,2023-05-30 03:22:21,#官方回应怀孕4个月女子遭家暴#你们♂的是不是都亖了啊我请问了，昨天凌晨柯基今天凌晨孕妇，一个关不到多少天罚点小钱一个“妥善处理”，简中法律是不是用来保护♂宝的啊我请问了 ,0,1,21,福建,福州,福建,中国,star 1
2,4907006978952885,missleo,2023-05-30 08:04:54,#官方回应怀孕4个月女子遭家暴#家暴什么时候能直接入刑呢？就是这种家暴犯罪成本低，给犯罪分子提供了犯罪温床！ ,0,0,0,河南,,河南,中国,star 4
2,4907006970301094,Jennifer011011,2023-05-30 08:04:52,#官方回应怀孕4个月女子遭家暴#远离家暴男，太可怕了.孕妇都打 ,0,0,0,江苏,苏州,江苏,中国,star 3
2,4907006807244850,四川反邪教,2023-05-30 08:04:12,#官方回应怀孕4个月女子遭家暴#【家暴证据10种形式 希望你永远不会用到】根据《最高人民法院关于办理人身安全保护令案件适用法律若干问题的规定》，当事人的陈述，被申请人曾出具的悔过书或保证书，双方之间的电话录音、短信，医疗机构的诊疗记录，妇联组织等收到反映或者求助的记录，未成年人子女提供的与其年龄、智力相适应的证言或亲友、邻居等其他证人证言等，均可作为证据。央视网的微博视频,0,0,0,,成都,四川,中国,star 5
2,4907006744596282,瑾芝cici,2023-05-30 08:03:58,#官方回应怀孕4个月女子遭家暴#家暴麻烦直接离婚走人，官方冤不冤，还得调解你一个成年人的婚姻，成年人婚姻都要官方管，巨婴一样 ,0,0,1,江苏,盐城,江苏,中国,star 5
2,4907006396467319,工作在硅谷的紫宝守护者,2023-05-30 08:02:35,#官方回应怀孕4个月女子遭家暴# 个人观点，不喜勿喷： 孩子可千万不能生！否则即使离婚了也会一辈子与这个男的有牵扯！而且有这样的爸爸那么孩子未来的命运注定是不幸的！为了孩子设想也要流掉！然后办理离婚彻底断绝来往！ ,0,0,0,美国,,美国,美国,star 1
2,4906941648994656,zombieeees,2023-05-30 03:45:18,#官方回应怀孕4个月女子遭家暴# 结婚真好，打人都合法啦。 要是你在路上随便拉一个陌生人揍一顿，是要进去的，但是讨个老婆就可以免费揍很多顿啦，反正妇联会调解，视频会删除，家庭矛盾不用负法律责任的，结婚真好。 ,22,50,962,广东,广州,广东,中国,star 5
2,4907005850945937,星光不负润路人,2023-05-30 08:00:25,#官方回应怀孕4个月女子遭家暴# 结婚率和生育率会替我们说话，都是一些福报 ,0,0,6,陕西,西安,陕西,中国,star 5
2,4906997906932897,原是正则,2023-05-30 07:28:51,#官方回应怀孕4个月女子遭家暴#这通告也是服了什么都不清楚，却清楚地知道要当事人删除视频。 ,0,9,49,天津,天津,天津,中国,star 1
