页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4907533963102207,LH手机科技爱好者,2023-05-31 18:58:57,#外卖骑手取餐闻到煤气味机智救下2人#平凡的人做着不平凡的事，万能的外卖小哥，幸亏及时发现了问题拯救了两个人。像这样的见义勇为，公司应该给予奖励吧，这个社会还是好心人多。 ,1,1,4,山东,济南,山东,中国,star 5
2,4907532982687380,辽源西安检察,2023-05-31 18:55:03,据媒体~#外卖骑手取餐闻到煤气味机智救下2人#煤气中毒的罪魁祸首就是一氧化碳，人们在使用燃煤、炭火、燃气热水器等，均可能接触到一氧化碳，这不得不引起我们的警觉。 #微提醒# via@中国消防  转给更多人  ,0,2,1,,辽源,吉林,中国,star 5
2,4907532785290413,上海消防,2023-05-31 18:54:16,#外卖骑手取餐闻到煤气味机智救下2人#【注意家里这个隐形杀手 煤气中毒真的很可怕】煤气中毒的罪魁祸首是一氧化碳，人们在使用炭火、燃气热水器时，均可能接触到一氧化碳。如何预防煤气中毒？煤气中毒后又该如何自救互救呢？戳视频了解应急管理部的微博视频 ,0,0,0,,,上海,中国,star 3
2,4907532025862221,桃雾韵Kilig,2023-05-31 18:51:15,#外卖骑手取餐闻到煤气味机智救下2人#给外卖小哥点赞，还是好人多呀家里用煤气的一定要关好阀门，勤打开窗通风 ,0,0,9,上海,上海,上海,中国,star 5
2,4907531757425235,王东来又回来了,2023-05-31 18:50:11,#外卖骑手取餐闻到煤气味机智救下2人#如果你突然闻到煤气味，你会怎么做？  网页链接 ,0,0,27,湖南,,湖南,中国,star 3
2,4907519988730758,科技小Q,2023-05-31 18:03:25,#外卖骑手取餐闻到煤气味机智救下2人#为外卖员点赞，有勇有谋！ 确定屋内没人才去外面打110 ,7,27,84,陕西,西安,陕西,中国,star 5
2,4907530088089087,中国新闻周刊,2023-05-31 18:43:33,【#外卖骑手取餐闻到煤气味机智救下2人#】近日，南通如东，外卖骑手顾培建到一家店铺准备取餐，迎面就闻到一股煤气味。只见一名女子睡在门口，顾培建立即将女子抱出来，随后又将屋内一名女子拉了出来并报警。几分钟后，救护车及时赶到，顾培建见两人已安置好，就匆匆离开继续工作。两女子已无生命危险。（江苏新闻）江苏新闻的微博视频,4,3,14,,北京,北京,中国,star 5
2,4907529119993767,lisa爱桃桃,2023-05-31 18:39:42,#外卖骑手取餐闻到煤气味机智救下2人#外卖小哥真的是神奇的存在，感觉无所不能，什么都会，人善又热心，给一个大大的👍🏻。 ,0,0,3,湖北,随州,湖北,中国,star 5
2,4907528783663487,合肥消防,2023-05-31 18:38:22,#外卖骑手取餐闻到煤气味机智救下2人#【快来学学急救常识！】中暑、煤气中毒、蛇咬伤、服错药物…身边有人发生意外时，你知道该如何采取急救措施吗？快点图学学常用的家庭急救知识，转起收藏，关键时刻能救命！ ,2,2,2,,,安徽,中国,star 4
3,4907528561888509,揭西随礼汇,2023-05-31 18:37:29,#外卖骑手取餐闻到煤气味机智救下2人#这听起来很危险，因为煤气如果泄露的话是十分易燃的，会带来极大的安全隐患。如果异常浓郁的气味持续存在，那么就可能存在煤气泄漏的风险。在这种情况下，顾培建应该及时与店家沟通，通报店内煤气味的情况。店家应该马上检查煤气管道是否有泄漏情况，如果存在泄漏，应该立即停止使用煤气，并联系专业的燃气公司维修。如果店家没有积极采取措施，顾培建可以联系相关部门，如消防局，甚至可以联系警方。在遇到这种情况时，我们也应该时刻保持警觉，尽量避免在煤气味浓郁的地方逗留和停留。如果觉得煤气味道很不正常或者浓度较高，应及时开窗通风，或者向周围的人求助，寻求及时的解决办法。这样才能更好地保护我们自己和周围的人的安全。,0,0,1,广东,揭阳,广东,中国,star 3
