页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4905373821306498,草水生平,2023-05-25 19:55:19,#吴宣仪2021年收入#好家伙，我都不知道她是干嘛的就赚这么多那些顶流得赚多少！果然，年轻人的梦想就要当明星 ,0,0,1,北京,北京,北京,中国,star 4
2,4905373817900958,咕嘚咕奈喵咛,2023-05-25 19:55:18,娶我？@吴宣仪_Betty #吴宣仪2021年收入#,0,0,0,广东,广州,广东,中国,star 5
2,4905373674772738,11月8_Betty,2023-05-25 19:54:44,#吴宣仪2021年收入#  嗯嗯，吴宣仪2021年就和结婚了 ,0,0,2,湖南,长沙,湖南,中国,star 5
2,4905373674768422,壹杯午夜的干红,2023-05-25 19:54:44,#吴宣仪2021年收入#现在空口造谣真是不收费的啊，吴宣仪挣不了这么多造谣的人给吴宣仪吧！ ,0,0,3,河北,保定,河北,中国,star 1
2,4905362752279026,八岁不骂人,2023-05-25 19:11:20,#吴宣仪2021年收入#觉得明星钱好赚的，都别打工了呗，进军娱乐圈啊，谁拦着你们似的 ,0,0,19,广东,深圳,广东,中国,star 3
2,4905373574891412,尼北里等,2023-05-25 19:54:20,#吴宣仪2021年收入#你们怎么就看不見分七成的人呢 别努力错方向 ,0,0,0,山西,太原,山西,中国,star 4
2,4905373544221147,5G数码新视界,2023-05-25 19:54:13,#吴宣仪2021年收入#好家伙！！！一年一个小目标，普通人家想都不敢想。。还是努力踏踏实实搬砖吧。 ,0,0,1,广东,佛山,广东,中国,star 4
2,4905373499397986,是选姐啊-,2023-05-25 19:54:02,#吴宣仪2021年收入#三七分 还是资本家更赚 ,0,0,3,辽宁,本溪,辽宁,中国,star 4
2,4905373498612668,Vin粥粥南玺笑仪眼万年清晨鹿,2023-05-25 19:54:02,#吴宣仪2021年收入#选姐实惨 张口就来 ,0,0,1,贵州,六盘水,贵州,中国,star 5
2,4905373440411306,531号信箱,2023-05-25 19:53:48,#吴宣仪2021年收入# 既然某些人都觉得是真的，都这么羡慕，这么在乎，那就努力一点进军娱乐圈，加油，希望有一天在热搜上看到你们的身影 ,0,0,1,广东,,广东,中国,star 5
