页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4905393555768834,不如吃茶去_tea,2023-05-25 21:13:44,#海蝶音乐回应许嵩相关传闻# 最近老许上热搜上得挺勤，快成劳模了 ,0,0,1,浙江,杭州,浙江,中国,star 4
2,4905393493116815,口口要每天开心,2023-05-25 21:13:29,#海蝶音乐回应许嵩相关传闻#怎么我喜欢的歌手和演员总是被人拿莫须有的假锤在这泼脏水啊 手段也就这样了 ,0,0,0,浙江,杭州,浙江,中国,star 2
2,4905390233882970,拆台CT,2023-05-25 21:00:32,#海蝶音乐回应许嵩相关传闻#  所谓选妃传闻，2021年就上过一次热搜了。  当时就放了张已经有回应的热搜，然后就没有然后了。  现在又搁这梅开二度呢是吧？    #许嵩方称取证中# ,0,2,20,天津,天津,天津,中国,star 4
2,4905393425744477,涴淰,2023-05-25 21:13:12,#海蝶音乐回应许嵩相关传闻#我对许嵩有滤镜，不相信 ,0,0,2,浙江,温州,浙江,中国,star 3
2,4905390951371253,凌潇凤,2023-05-25 21:03:23,#海蝶音乐回应许嵩相关传闻# 要是几年前的许嵩，多少得写一首《别咬我》 #许嵩# ,0,6,18,四川,绵阳,四川,中国,star 4
2,4905378237908921,新浪娱乐,2023-05-25 20:12:52,#许嵩方回应##许嵩方称取证中# 近日，八卦媒体爆料某二字男歌手睡粉选妃，“她本以为是甜甜的恋爱，实际上对方是广撒网选妃，见面第二次男方得手后就马上玩冷暴力消失了”。聊天记录中提到了歌词“脸圆圆的”，还画了松鼠，不少网友猜测男歌手是#许嵩#引热议。刚刚，@海蝶音乐 回应：“取证中”。 ,3065,2022,7399,,海口,海南,中国,star 4
2,4905393295724645,追星课代表,2023-05-25 21:12:42,#海蝶音乐回应许嵩相关传闻# 许嵩这万年铁树好不容易谈个恋爱，这才热恋几天就被人造谣，真不想让人家安心甜甜蜜蜜了 ,31,31,32,广东,湛江,广东,中国,star 3
2,4905393220490459,BL叫兽,2023-05-25 21:12:24,#海蝶音乐回应许嵩相关传闻#造谣的最好一直这么自信 ,0,0,1,四川,,四川,中国,star 4
2,4905393195850619,竹霠,2023-05-25 21:12:18,#海蝶音乐回应许嵩相关传闻#当我们嵩鼠没脾气？ ,0,0,8,广东,深圳,广东,中国,star 5
2,4905393186934414,勿扰我清梦1,2023-05-25 21:12:16,#许嵩# #海蝶音乐回应许嵩相关传闻#  我说我和许嵩曾经是一对，他们不信。她说是许嵩女朋友，他们也不信。结果狗仔说许嵩和别人的事，他们信了！！为什么？？因为狗仔有一群狗朋友呀，你叫一句，它叫一句，只会吠！！ ,0,0,3,中国,,中国,中国,star 1
3,4905389835422181,Imyourgodnotdog,2023-05-25 20:58:57,#海蝶音乐回应许嵩相关传闻#画个松鼠就能带节奏也是够离谱，我画的更像 ,1,10,42,广东,,广东,中国,star 2
3,4905393103048112,见异思迁的小瓶盖,2023-05-25 21:11:56,#许嵩#海盘子给力今天。各号开始删博了。给我狠狠告@海蝶音乐 ,0,0,4,安徽,安庆,安徽,中国,star 5
3,4905393086005881,我是会喷火的龙,2023-05-25 21:11:51,#海蝶音乐回应许嵩相关传闻#绝对的诬陷 我非常相信许嵩 ,0,0,2,北京,北京,北京,中国,star 5
3,4905393031747736,与张译,2023-05-25 21:11:39,#海蝶音乐回应许嵩相关传闻# 有证据 就锤死 ！ 没证据 就 告死 ！ ,0,0,2,重庆,重庆,重庆,中国,star 1
3,4905384458061174,张瑾说她姓许,2023-05-25 20:37:35,#海蝶音乐回应许嵩相关传闻#有锤捶死，我第一个脱粉，没锤告死 ,0,0,31,江苏,宿迁,江苏,中国,star 5
3,4905386384035468,惊浪娱乐,2023-05-25 20:45:14,#海蝶音乐回应许嵩相关传闻# 许嵩经纪公司海蝶音乐回应辟谣狗仔八卦：取证中！网友纷纷讨论：感觉自从许嵩上春晚又音乐节爆满之后，老是被黑上热搜啊！这是动了谁的蛋糕吗？ ,33,148,1616,,北京,北京,中国,star 5
3,4905392976696609,不知道只想睡觉睡觉睡觉觉,2023-05-25 21:11:26,#海蝶音乐回应许嵩相关传闻# 许嵩你要是现在官宣演唱会就好咯，我估计就能抢到票了 ,0,0,0,广东,深圳,广东,中国,star 4
3,4905392956244742,-奶尤草莓-,2023-05-25 21:11:20,#海蝶音乐回应许嵩相关传闻#   我的第一想法：老许，你现在真的火了，要注意自己的言行举止，不能给别人留下把柄，变成伤害你的利器。我不愿你受伤，也不愿你伤心，时不时发发疯也是情有可原，毕竟你火了，有了比以前更大的压力！有很多人盯着你，看你什么时候犯错，自己一定要注意！    ,0,0,2,河南,郑州,河南,中国,star 5
3,4905377843645218,刚刚,2023-05-25 20:11:18,刚刚，公司回应许嵩相关绯闻：取证中。@海蝶音乐 ,6,114,1287,,,,中国,star 5
3,4905392879960641,残月沉霜鬓里D,2023-05-25 21:11:02,#海蝶音乐回应许嵩相关传闻# 路过的朋友，你好。话说你见过谁的工作可以拖延两年之后再干的吗？我见过，这位就是@海蝶音乐  （话说是不是有神经病啊两年黑一次许嵩，赶上他出专辑的频率了玛德） ,0,0,2,宁夏,银川,宁夏,中国,star 5
