页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,情感
2,4905361791779545,illusion_露,2023-05-25 19:07:30,#宁艺卓红毯摔倒# 我说某些人别太精神韩国人了 ,0,0,63,河北,石家庄,河北,中国,star 5
2,4905222105467897,圈内,2023-05-25 09:52:27,#宁艺卓红毯摔倒##宁艺卓戛纳红毯摔倒# 宁艺卓戛纳红毯不小心摔倒了，可能是高跟鞋太高了吧，姐姐要注意安全 ,540,1140,33160,山西,太原,山西,中国,star 3
2,4905369607079948,PINK_Wendy,2023-05-25 19:38:34,#宁艺卓红毯摔倒#要命，有些人的评论真的恶臭满满。还难评，还胖，还端着，还小动作多？你上红毯不好好展现，不好好凹造型拍照，去那里干嘛？当电线杆？嘲吧嘲吧，使劲嘲，下次你凝结还是最高待遇！ ,0,0,91,广东,,广东,中国,star 1
2,4905392579281447,陈霖Sammy,2023-05-25 21:09:50,#宁艺卓红毯摔倒#盘点过往女明星摔倒名场面:1.奚梦瑶。曾在“维多利亚的秘密”上不慎摔倒。2.赵樱子（赵韩樱子)。不知是真摔还是假摔？3.陈乔恩。摔后俏皮一笑，处理的很好。4.柳岩。柳岩在一次节目表演中，不小心把脚给崴了。5.赵小棠。没听过她，据说是在北京国际电影节上摔倒。6.邢小红。没听过她，据说花高价钱买票去戛纳走红毯多次摔倒。,0,0,0,广东,深圳,广东,中国,star 4
2,4905379944994172,云端电子小熊_Sbl,2023-05-25 20:19:39,#宁艺卓红毯摔倒#我觉得这个老师说得特别好 ,1,6,100,江苏,,江苏,中国,star 5
2,4905392280706117,我要仔崽哇,2023-05-25 21:08:40,#宁艺卓红毯摔倒#当初维权的时候几千万的讨论和热度都上不去，现在宁艺卓不小心摔跤的热搜却不曾停止狗公司也是你比较会 ,0,0,12,广东,惠州,广东,中国,star 1
2,4905392154613778,灰懵了,2023-05-25 21:08:10,#宁艺卓红毯摔倒#她真的很有勇气和魄力[HO加油]好美啊，某些人也只敢在屏幕后面恶语相向了 ,0,0,5,广东,中山,广东,中国,star 5
2,4905392075704271,-魚丸燃尽了-,2023-05-25 21:07:51,#宁艺卓红毯摔倒#可是妆造真的很美！！！！！！ ,0,0,4,福建,南平,福建,中国,star 5
2,4905391798617817,-WIALi,2023-05-25 21:06:45,#宁艺卓红毯摔倒#某些人已经恨同胞恨到骨子里 有这时间不如关注一下你家正主一脸假的整容脸 ,0,1,7,黑龙江,哈尔滨,黑龙江,中国,star 4
2,4905391638446787,梦然kira,2023-05-25 21:06:07,#宁艺卓红毯摔倒#这个鞋跟说实话我都穿不上去真的我佩服死东北大女人主要她摔倒还立马站起来 ,0,0,5,北京,北京,北京,中国,star 1
3,4905391546962314,ei荔枝,2023-05-25 21:05:45,#宁艺卓红毯摔倒# 微博的图片很少有好看的  我在b站看视频 姿势超漂亮又专业 又生动 ,0,0,1,广东,深圳,广东,中国,star 5
3,4905369241125501,Douzen杜晨,2023-05-25 19:37:06,#宁艺卓红毯摔倒# 我始终不能理解中国女孩们为什么要对宁艺卓这么大恶意… 作为同宗同族的你们，即使不喜欢也是不必恶语中伤啊…然后硬踩她的同时还要捧组合里其他棒子姐姐？我大不李姐 北京 ,0,10,175,北京,北京,北京,中国,star 3
3,4905391055709091,黑星恒,2023-05-25 21:03:48,#宁艺卓红毯摔倒#身为中国人抨击宁艺卓的国籍实属没必要，那国籍说事的滚出中国 ,0,0,8,陕西,西安,陕西,中国,star 1
3,4905381929420705,煎饼狗子mark李,2023-05-25 20:27:32,#宁艺卓红毯摔倒#你们怎么对一个小女孩戾气那么重？第一次走红毯你们敢说不紧张？扭成麻花又怎样 至少走在红毯上的是宁艺卓而不是戾气重的你们  ,0,3,49,江苏,徐州,江苏,中国,star 1
3,4905371414038505,-每天都想吃零食,2023-05-25 19:45:45,#宁艺卓红毯摔倒#替她说话的都特别感谢 本来以为会有很多人嘲讽 但是看到还蛮多人替宁宁解释和说话和鼓励她的 很感动 谢谢大家 ,0,2,149,广东,广州,广东,中国,star 5
